"Id","SalePrice"
1600,211109.309485038
1601,54672.5690666025
1602,103677.09449868
1603,60719.705482606
1604,265709.182130163
1605,255086.440025331
1606,153148.950630365
1607,234927.397471235
1608,206178.447504874
1609,199115.319970841
1610,148458.870190136
1611,137274.836765306
1612,180043.478760424
1613,167021.786708993
1614,122241.935405239
1615,101090.597100235
1616,101090.597100235
1617,101868.059000706
1618,134797.397981863
1619,122109.686929901
1620,217065.586289484
1621,136544.995675208
1622,135258.538403607
1623,275087.43955805
1624,193705.768024737
1625,123390.000151231
1626,166397.952691179
1627,177268.266320053
1628,286158.949576358
1629,181157.178941678
1630,346342.097354508
1631,240391.805647856
1632,265206.084815854
1633,166965.980230252
1634,180060.116377518
1635,160986.027867119
1636,161531.820011932
1637,177246.130911218
1638,206786.583729885
1639,188844.24869134
1640,275222.192930832
1641,187374.067027982
1642,217651.803054108
1643,253390.410949792
1644,247007.606539226
1645,177292.774434272
1646,140343.614182356
1647,164642.104934366
1648,137697.996807742
1649,128584.361621457
1650,107257.718864256
1651,128825.699501548
1652,113664.594252423
1653,113174.076956008
1654,150791.911699589
1655,155530.192626179
1656,148748.029495419
1657,152220.040945352
1658,149480.560491072
1659,145568.60384311
1660,143087.181115835
1661,413287.555153164
1662,389692.512952112
1663,370822.995608239
1664,459078.823626259
1665,332772.788988638
1666,286657.481632519
1667,331161.165026317
1668,333485.714803049
1669,302463.504299484
1670,340620.28890943
1671,248394.820235041
1672,399363.848030156
1673,293679.950900676
1674,264750.080242337
1675,184332.744402005
1676,179829.054992327
1677,207073.86297386
1678,453389.593970574
1679,336676.976509121
1680,354478.152054193
1681,298604.799169459
1682,274959.461802975
1683,205247.281833078
1684,185229.818590302
1685,170120.939871147
1686,193014.784114859
1687,171906.192368411
1688,200565.99948756
1689,196605.31009721
1690,187451.870482219
1691,175999.463741651
1692,257905.135601717
1693,170896.518025708
1694,168174.241941992
1695,170594.873080345
1696,256647.425894584
1697,170163.332980516
1698,335439.790584963
1699,314259.610819349
1700,231198.636930024
1701,280738.209463163
1702,279852.116369529
1703,272443.205958574
1704,279009.454408286
1705,245153.485994367
1706,403317.470131744
1707,216585.44448628
1708,211795.018484784
1709,306670.78874234
1710,244891.463944668
1711,248047.213447575
1712,300290.555522824
1713,238912.663983565
1714,221959.823847203
1715,197614.364761702
1716,200161.777148794
1717,193038.626914924
1718,172826.104870516
1719,210343.604270919
1720,251528.972943148
1721,189517.165959915
1722,158772.900404725
1723,153045.215510098
1724,218017.145671106
1725,231643.04619234
1726,176438.355079209
1727,171099.469611192
1728,182712.615072465
1729,146030.479630606
1730,156834.398761009
1731,121578.946431137
1732,112739.698696747
1733,112739.698696747
1734,119748.822926373
1735,130840.62398716
1736,116646.691497885
1737,297021.459464169
1738,214129.486349844
1739,329552.90681911
1740,230972.82103638
1741,181603.391323752
1742,166048.898820759
1743,178515.81997156
1744,273809.986161772
1745,232558.869799685
1746,263730.68884607
1747,202198.48845229
1748,250120.585469177
1749,142062.167641593
1750,150970.199129344
1751,242673.39804523
1752,114158.023029786
1753,173157.228279008
1754,215895.639242097
1755,150672.808665439
1756,107054.858556404
1757,112125.15175176
1758,128563.291863029
1759,153265.837595898
1760,159667.18644164
1761,144848.810663465
1762,175629.593416399
1763,166309.49859427
1764,117843.324155308
1765,198890.443132371
1766,164325.535129446
1767,201814.548872025
1768,132191.901942923
1769,176616.499193507
1770,141843.027248775
1771,135460.948138102
1772,149911.975128751
1773,127640.953467922
1774,204489.700888535
1775,135648.121216094
1776,112049.063916897
1777,101021.386685452
1778,141429.572516
1779,101032.280061659
1780,176240.304348004
1781,133045.910063297
1782,91587.4028382334
1783,130556.511755984
1784,73820.7902434303
1785,109385.669433503
1786,179269.454755177
1787,158855.0176412
1788,56179.0145050747
1789,85464.2187403237
1790,48076.1417318395
1791,238253.370302418
1792,163208.957353157
1793,137911.083498184
1794,151338.926361837
1795,139786.738229208
1796,114921.543314038
1797,127007.787913798
1798,124690.928116373
1799,98776.9033782616
1800,114572.868252214
1801,133379.918507472
1802,159304.267527492
1803,168167.055180704
1804,125208.188237098
1805,137382.90504679
1806,149853.623989487
1807,146851.768003567
1808,99883.7815199678
1809,106915.318466097
1810,128971.062680492
1811,108622.298197541
1812,103653.377960692
1813,123090.020316855
1814,82767.5351537136
1815,47527.0797427254
1816,82407.5115500554
1817,90356.9625731698
1818,139996.775351011
1819,127909.002442751
1820,64528.6687654177
1821,131547.23412593
1822,133328.917341475
1823,37416.1981748576
1824,131610.636030537
1825,117857.81132445
1826,93011.120721039
1827,118680.648245764
1828,132629.86288561
1829,109789.177208094
1830,141157.305596726
1831,172914.465384379
1832,163092.999849065
1833,152071.795359336
1834,125203.606397437
1835,169394.917106659
1836,154849.847508698
1837,86558.0245590063
1838,112869.946246585
1839,98508.8137709306
1840,141299.811226989
1841,134675.148387371
1842,94286.171232829
1843,127835.33283514
1844,125675.89508534
1845,141905.340648821
1846,143120.546620841
1847,177766.763953221
1848,53642.7201501061
1849,100664.552195127
1850,126245.890961071
1851,149716.276809482
1852,126628.192184352
1853,132473.815949203
1854,174815.618670846
1855,142645.924776177
1856,216147.387154908
1857,111644.664449957
1858,171313.173624296
1859,120920.999465574
1860,147119.083286624
1861,119590.365942692
1862,287594.315905347
1863,287594.315905347
1864,287594.315905347
1865,325644.916600015
1866,330627.541333932
1867,252524.498011094
1868,298875.587482161
1869,199901.209055429
1870,233064.378335586
1871,252360.01061657
1872,164723.234834202
1873,222378.929721602
1874,143081.481363621
1875,207733.979367446
1876,187502.237985697
1877,206985.901049895
1878,212550.817012384
1879,122712.302246498
1880,123999.639883396
1881,224880.221335646
1882,279815.002330983
1883,202385.724156256
1884,215495.989857573
1885,245537.177631948
1886,290397.069669618
1887,202936.612695692
1888,264914.420442814
1889,160396.141105637
1890,120289.090954117
1891,153101.104469807
1892,105374.519944169
1893,135181.739546684
1894,179325.643018874
1895,150509.304800903
1896,117884.9584343
1897,118182.873993937
1898,115822.747594099
1899,126585.131297313
1900,131631.310368094
1901,134250.167593998
1902,142242.032106312
1903,229715.543930285
1904,128251.814710105
1905,176005.73359668
1906,157922.57029388
1907,193028.857371414
1908,121899.857748384
1909,140837.334696564
1910,132155.373286039
1911,181773.763155146
1912,287876.684501722
1913,149711.573062074
1914,62101.3575483501
1915,270473.227062437
1916,36110.6701908691
1917,268809.689650138
1918,133563.300592503
1919,148596.534434266
1920,187183.132372133
1921,380159.332229492
1922,320322.581074907
1923,217765.367472966
1924,210978.202501052
1925,227012.817599602
1926,363920.386331801
1927,124938.245204317
1928,157621.773561677
1929,110286.532405934
1930,141301.584553967
1931,132607.738029419
1932,138039.797984096
1933,145910.823095281
1934,176795.290572131
1935,157921.022950063
1936,176908.645558404
1937,177339.702298988
1938,167850.592848893
1939,271800.760321103
1940,220722.979941896
1941,178809.673781344
1942,174942.45975895
1943,222675.063279366
1944,306478.618585568
1945,347266.080716918
1946,177366.306822574
1947,327660.370719194
1948,164118.565839043
1949,225831.195907847
1950,176599.513054768
1951,266557.197827829
1952,231094.591652057
1953,148459.513389537
1954,209872.250511016
1955,126290.58762343
1956,295115.807471257
1957,168685.117950842
1958,293680.465045846
1959,157279.424668363
1960,112350.239190791
1961,115286.135265763
1962,113664.594252423
1963,113174.076956008
1964,117085.245705319
1965,147395.730196232
1966,156814.09933447
1967,263797.367164081
1968,356224.149353248
1969,360282.990886268
1970,419964.669294759
1971,458551.600855958
1972,354487.191191453
1973,273373.605126177
1974,295585.118788626
1975,457608.750386489
1976,260148.287441312
1977,334794.016323693
1978,358237.91821552
1979,350119.698667629
1980,203958.506140492
1981,341229.073972243
1982,238446.270882727
1983,238446.270882727
1984,194749.559494438
1985,208294.370171321
1986,215513.847843972
1987,194289.369300187
1988,171362.370107377
1989,202786.419928587
1990,222389.706643302
1991,207073.86297386
1992,218230.475548514
1993,178951.301319052
1994,253901.315877644
1995,195806.939258533
1996,280335.646358331
1997,342433.375527385
1998,310006.579302492
1999,236821.793801556
2000,307025.417848825
2001,241074.560043046
2002,227730.674891767
2003,263392.935654616
2004,258450.405703982
2005,249797.549606967
2006,242353.258137015
2007,273525.955792906
2008,196005.101772935
2009,182415.498756226
2010,200038.767447844
2011,176431.075805608
2012,190536.851405798
2013,168510.746228677
2014,177393.936812262
2015,193439.872130658
2016,179242.415838226
2017,196424.964698516
2018,122122.480671433
2019,134949.412072909
2020,116365.699263125
2021,113275.984881175
2022,165995.210025047
2023,150055.284750844
2024,255161.882100356
2025,413335.151160005
2026,193138.801418029
2027,148319.888512078
2028,183379.797937639
2029,167141.063167437
2030,309468.037024744
2031,282212.332365302
2032,292137.931456469
2033,300789.275458021
2034,175456.259172797
2035,206737.179133416
2036,230410.978803014
2037,232043.801898216
2038,387969.578864997
2039,225127.961836939
2040,369301.882165125
2041,250589.838960538
2042,212359.191833066
2043,163571.454209199
2044,206266.709876817
2045,203690.596375198
2046,174160.117499318
2047,134058.034104677
2048,137904.765773883
2049,187553.053288701
2050,180556.86725175
2051,95187.3021914241
2052,130792.948507258
2053,146820.018846568
2054,74405.6678311707
2055,148207.135301441
2056,139053.808128769
2057,122504.859236632
2058,202581.172427627
2059,133922.57888739
2060,158003.223478866
2061,173012.608010235
2062,128414.728521954
2063,106053.66264748
2064,130712.052877562
2065,117450.814517326
2066,167717.82669795
2067,132716.619656211
2068,198357.083017021
2069,78391.1055123924
2070,101283.294940752
2071,100239.401604117
2072,116416.606460545
2073,123232.710587293
2074,191030.684575163
2075,151630.03642315
2076,110121.560701284
2077,140585.370672037
2078,124925.57107276
2079,128506.712799317
2080,128585.303589209
2081,137486.58895564
2082,196345.946462711
2083,139843.162243345
2084,107270.438297891
2085,131541.381048881
2086,150029.773765488
2087,144076.396104162
2088,111520.456049707
2089,88300.1359367805
2090,135924.598442836
2091,113663.249712505
2092,131790.693398825
2093,134670.982714017
2094,149984.225989921
2095,134460.063611606
2096,72216.7449525057
2097,76231.0368385458
2098,135811.629858569
2099,46951.0839237537
2100,119957.236326578
2101,119103.052345002
2102,135797.581521351
2103,79059.8814197365
2104,176100.211938134
2105,117411.612452701
2106,72385.8780556869
2107,217660.54075013
2108,120971.647542018
2109,134283.824687612
2110,117270.390546735
2111,167047.734225509
2112,142266.21903776
2113,133220.929488414
2114,105116.677001485
2115,165722.272937064
2116,118000.027600009
2117,149561.035946673
2118,124984.186911168
2119,116607.278725949
2120,105205.814390152
2121,178555.921340414
2122,91894.866615389
2123,95484.0338233366
2124,192211.656515264
2125,147482.91269194
2126,148233.99813363
2127,163366.726438586
2128,123435.539130992
2129,101522.868861686
2130,145632.118544326
2131,179821.557462444
2132,101230.521973791
2133,130130.076023633
2134,111139.899103084
2135,77327.2088752135
2136,75708.3475083053
2137,133512.264930198
2138,125429.299781654
2139,144161.189916803
2140,143693.28265586
2141,125524.048419841
2142,129317.785597568
2143,141123.726092822
2144,116874.979528799
2145,138393.256881766
2146,138342.351862564
2147,152092.685547751
2148,116097.738584996
2149,116738.1825359
2150,198324.68734336
2151,133345.53201373
2152,182913.458852653
2153,163301.640067005
2154,117370.03094099
2155,145550.669220239
2156,279873.596816856
2157,222759.904931437
2158,232802.711182765
2159,215800.57532426
2160,178336.879515144
2161,267832.896146185
2162,396419.507660013
2163,335968.213918264
2164,239729.886368367
2165,165562.568513625
2166,143081.481363621
2167,203035.1996823
2168,184649.588473663
2169,193949.945146158
2170,211425.097896654
2171,131424.587666814
2172,132741.390663455
2173,157492.27266721
2174,248007.721823936
2175,317348.896185141
2176,284501.873191843
2177,259599.135613163
2178,238175.166532187
2179,150398.195857265
2180,235948.453595945
2181,210290.534649208
2182,227593.558583146
2183,205877.164747298
2184,130448.690131514
2185,113285.9544357
2186,147924.737960692
2187,144864.785230303
2188,158462.104445867
2189,104887.980577824
2190,86564.0673406356
2191,86564.0673406356
2192,96632.828299183
2193,119610.518396963
2194,108867.525336008
2195,106649.128368443
2196,102971.341783071
2197,129154.43228229
2198,150303.252623638
2199,161278.85296318
2200,115228.356356659
2201,117571.163353328
2202,192808.85094462
2203,134093.995213921
2204,167974.419796065
2205,125242.425246847
2206,136553.313331438
2207,208824.231449836
2208,220573.828084765
2209,208158.759195062
2210,121899.857748384
2211,124836.988863306
2212,139229.62253713
2213,108124.724053662
2214,143246.925117092
2215,104137.27554698
2216,172475.243722948
2217,53737.9759829947
2218,60769.3152512537
2219,80070.8309776534
2220,66506.6595390438
2221,270473.227062437
2222,231652.211612999
2223,263587.185249107
2224,208375.545554937
2225,141283.36588455
2226,191633.508658902
2227,191408.850378767
2228,257252.299049649
2229,249208.437510702
2230,147021.55115351
2231,201335.143194798
2232,185344.944742345
2233,160273.737363188
2234,242385.152136788
2235,214462.634842873
2236,291482.055173881
2237,312758.445765811
2238,196130.655610611
2239,162740.839815825
2240,164589.682822415
2241,130069.317813745
2242,130198.51850347
2243,129553.837623859
2244,118090.906523966
2245,95589.4965627748
2246,133997.373034538
2247,136737.417982102
2248,119830.918327234
2249,136620.821204037
2250,125684.901086978
2251,108894.406849913
2252,181954.290357855
2253,147780.889480485
2254,164626.725688564
2255,184509.668933179
2256,181799.526887278
2257,226258.177557868
2258,179593.510197784
2259,175730.923509812
2260,150310.377178294
2261,208794.644551757
2262,227387.573078173
2263,309372.922639705
2264,406267.895021398
2265,155163.230925782
2266,313521.975552348
2267,347465.610450618
2268,405352.164435144
2269,160616.770988738
2270,180319.854877303
2271,211604.97903934
2272,197013.630440857
2273,151589.254332248
2274,171149.478770345
2275,165924.99213345
2276,172230.246512294
2277,180439.736469191
2278,149533.620751618
2279,136259.013852293
2280,108843.145742753
2281,178531.641126631
2282,179855.592865573
2283,119891.652448417
2284,132514.940971436
2285,157752.106432841
2286,123080.995652543
2287,340300.066761395
2288,277703.588656403
2289,332604.713017226
2290,418541.101478363
2291,316978.652365618
2292,418437.618103047
2293,407471.172560723
2294,410884.444882649
2295,447641.239928295
2296,305873.505519654
2297,273416.511075098
2298,338599.456031137
2299,378246.174618591
2300,305496.974412729
2301,250959.717599064
2302,231887.34083565
2303,278616.429933545
2304,264588.493362824
2305,186183.480474436
2306,186183.480474436
2307,185848.86830343
2308,258945.85573582
2309,307867.929834142
2310,235606.650725712
2311,205247.281833078
2312,167726.371211198
2313,173621.844165856
2314,182013.959080241
2315,170288.163135563
2316,184398.232789789
2317,181520.819627899
2318,172944.036192524
2319,188149.263385282
2320,197196.589217327
2321,249990.854236994
2322,198312.99731537
2323,175107.901210443
2324,170896.518025708
2325,220763.772437744
2326,170956.623884988
2327,219460.966259188
2328,222552.567724311
2329,182846.99686875
2330,180752.969084453
2331,343044.248776981
2332,415338.622477841
2333,322143.443577465
2334,259069.820245136
2335,275605.715891353
2336,314441.81764811
2337,207060.767749207
2338,259081.079088777
2339,256104.013774334
2340,412991.761936124
2341,217888.375283282
2342,255700.961281346
2343,218563.4016386
2344,230161.835569248
2345,263604.147595341
2346,238345.992644379
2347,203777.523354325
2348,249180.026637457
2349,159804.222364073
2350,257516.514208165
2351,263494.105746186
2352,275242.762275143
2353,252674.751012104
2354,172604.386338541
2355,193181.043031755
2356,157165.057764038
2357,215957.392519077
2358,187791.564197933
2359,137274.246995184
2360,121008.321708026
2361,127209.325390091
2362,267954.730885418
2363,129372.524889202
2364,161468.672288288
2365,237801.555511479
2366,223189.414280988
2367,258649.412896628
2368,205274.506881462
2369,259758.33220311
2370,164567.692157626
2371,169572.83990429
2372,197575.885971865
2373,269210.34481178
2374,296121.639375785
2375,248765.698688583
2376,279480.511337003
2377,334613.79917801
2378,137985.963257354
2379,217767.624398804
2380,137704.091684057
2381,156885.59209963
2382,189821.093041605
2383,219313.72179099
2384,233012.016074913
2385,135911.700643324
2386,137877.867592446
2387,139336.554450497
2388,91879.4376975933
2389,120473.773494876
2390,125161.375563544
2391,120153.543228568
2392,114727.645920176
2393,161390.674873669
2394,132099.773714507
2395,205714.568520591
2396,152918.191706756
2397,200120.709034817
2398,119247.363645661
2399,76116.3373069483
2400,62759.1374844534
2401,123356.994660275
2402,128754.926456517
2403,166902.61349123
2404,122055.644220688
2405,150530.610649097
2406,143323.431329181
2407,121643.535769996
2408,127023.963638322
2409,132623.07216611
2410,179962.540256484
2411,115810.576058248
2412,144377.736967417
2413,136129.411051307
2414,142065.27874828
2415,164313.422685704
2416,126764.417783046
2417,133712.715276508
2418,133494.439826129
2419,143789.038786865
2420,115240.869838285
2421,145975.662614055
2422,114091.844849254
2423,101131.621794974
2424,180648.641515394
2425,258486.701269295
2426,119985.052369941
2427,106078.722702924
2428,185135.347921761
2429,115560.427814129
2430,131855.12227859
2431,123047.432897854
2432,142808.62233537
2433,133836.110559969
2434,139819.365522447
2435,151171.350800049
2436,93293.9055135667
2437,113018.39324638
2438,117168.580221947
2439,102177.272807126
2440,123971.236873443
2441,103882.154199086
2442,108446.171157807
2443,111022.128285821
2444,96649.1322341555
2445,65182.3632265607
2446,110663.965964267
2447,195001.176038891
2448,138511.575342696
2449,84846.4087579968
2450,135268.262029839
2451,130289.316357839
2452,177593.502675603
2453,85728.239331871
2454,110168.057588193
2455,112443.531276427
2456,134449.402888826
2457,123895.719511471
2458,117249.007020083
2459,105345.112787715
2460,136744.652530157
2461,116799.961595038
2462,137110.177336922
2463,109181.162678789
2464,197562.548051729
2465,118378.936015933
2466,110736.650043003
2467,148463.294672643
2468,71858.2642468656
2469,90499.9269637823
2470,192626.792787635
2471,218667.117908751
2472,180947.52812109
2473,114904.258299018
2474,92102.8705759344
2475,221010.648702046
2476,117779.080174584
2477,120835.599389559
2478,161327.651678188
2479,116185.637364198
2480,134801.962940288
2481,126777.296955287
2482,123147.986768851
2483,116247.835028392
2484,120056.490538833
2485,117577.10764431
2486,158951.687540752
2487,202939.17991946
2488,160578.668200525
2489,154762.123636536
2490,148776.44857441
2491,82505.9406512605
2492,168494.957704142
2493,126779.693863676
2494,145794.047390159
2495,102836.828968495
2496,220607.211781226
2497,159833.935295837
2498,111791.647022084
2499,98602.4710939202
2500,131695.439442925
2501,144770.792231328
2502,155752.631259954
2503,101023.810259222
2504,184896.959403608
2505,216200.870023375
2506,271921.869691562
2507,334909.079850969
2508,271921.869691562
2509,223722.300113552
2510,252246.732830342
2511,196865.256403079
2512,212939.125404739
2513,205573.288286471
2514,233514.790310312
2515,145358.881597382
2516,154933.792504424
2517,143081.481363621
2518,152053.053307241
2519,215969.309087787
2520,202673.292198424
2521,199594.17653329
2522,214175.964596297
2523,118123.734230537
2524,123927.037590789
2525,123359.282663239
2526,131550.817802658
2527,121027.53644705
2528,118062.416442885
2529,131904.434084078
2530,116130.122500119
2531,233647.278937732
2532,222942.19351829
2533,203438.616186496
2534,252600.66431659
2535,318645.684228364
2536,221256.204699937
2537,236513.23616536
2538,189642.759159027
2539,188850.93585408
2540,184534.390875399
2541,188889.557612333
2542,161542.306097071
2543,119547.778943368
2544,121820.912454846
2545,115981.348023056
2546,146061.22509782
2547,139305.780770754
2548,171796.861442093
2549,154558.100338349
2550,158504.707359286
2551,151946.139306938
2552,135272.450345167
2553,86564.0673406356
2554,125457.401631721
2555,107619.852811344
2556,95298.3596271804
2557,103044.268105089
2558,211769.724154011
2559,132490.990363877
2560,126356.529862615
2561,135927.0725406
2562,118030.846295385
2563,134593.397644108
2564,171623.633973745
2565,100840.811454234
2566,146655.182750826
2567,114020.14675051
2568,181420.113939775
2569,169681.106041762
2570,122718.78953772
2571,194864.609614741
2572,203000.341932257
2573,214580.798231484
2574,251086.537433859
2575,122875.91890629
2576,142301.606831435
2577,150706.4911644
2578,88536.6336031915
2579,56575.189087118
2580,144912.632405767
2581,122015.239461346
2582,125327.08744663
2583,265970.76092955
2584,146456.011401531
2585,175743.768614198
2586,210268.944270139
2587,203755.751719285
2588,149150.545022205
2589,137685.047245869
2590,202905.986773579
2591,201354.816297634
2592,242989.318110612
2593,260434.167461586
2594,177918.552756383
2595,227350.465111267
2596,302870.594531268
2597,190826.791157837
2598,268235.003654124
2599,393528.490376697
2600,138764.255152108
2601,157006.83265219
2602,101868.059000706
2603,96350.1841379156
2604,101090.597100235
2605,104186.822862274
2606,126564.774046314
2607,156125.116054481
2608,178161.499920676
2609,136027.463687224
2610,109864.699543198
2611,157936.609004396
2612,154215.328663225
2613,119830.918327234
2614,125595.152840819
2615,142549.921622527
2616,133174.091414444
2617,189899.503272652
2618,179036.387092098
2619,235002.586297949
2620,168084.505861154
2621,173437.936618091
2622,182624.989048227
2623,272583.264241364
2624,281495.177679967
2625,368433.172786744
2626,160691.066918977
2627,209656.590279569
2628,390129.328751341
2629,497286.297822683
2630,356340.611503329
2631,466158.305676988
2632,389480.875066655
2633,325272.973555467
2634,358821.471586859
2635,145290.544761072
2636,196030.809588727
2637,162387.203868835
2638,256937.306576933
2639,177792.403926756
2640,139425.097279928
2641,108076.898524105
2642,190311.362180427
2643,119891.652448417
2644,132578.391356662
2645,115400.191899136
2646,111659.136781185
2647,119401.135152002
2648,137640.08546959
2649,138024.668948247
2650,156118.50108436
2651,148052.431245309
2652,398308.3006174
2653,264059.99801615
2654,247407.096235477
2655,346300.646036061
2656,333208.286123807
2657,347148.676736137
2658,293343.389018905
2659,300310.981651922
2660,316518.283524688
2661,336990.135860378
2662,333974.130607389
2663,272328.518746134
2664,306170.026041793
2665,322964.037477243
2666,320360.982338923
2667,167574.7654466
2668,188941.647049755
2669,182911.022470256
2670,297270.895066023
2671,188941.647049755
2672,198950.769641113
2673,208340.430710708
2674,212414.067654981
2675,187342.473401075
2676,197923.39329216
2677,198692.916085987
2678,254262.338691624
2679,258974.836376317
2680,284187.271034902
2681,402663.880594921
2682,330611.329899938
2683,460039.942334388
2684,307971.352021319
2685,333781.948719736
2686,266626.330812523
2687,273288.471033216
2688,253256.56436165
2689,231795.969775599
2690,415109.043467706
2691,186890.22234294
2692,172909.600849547
2693,208203.236473687
2694,173282.724839344
2695,205046.342408382
2696,195287.920640852
2697,192369.226867901
2698,177949.900680792
2699,177108.065371653
2700,162058.658506933
2701,147223.183899983
2702,122150.579506117
2703,136941.334806629
2704,143499.389225135
2705,122583.743757088
2706,116956.526787214
2707,117861.977088089
2708,125431.556205483
2709,117142.790990617
2710,119008.454039916
2711,294612.583315252
2712,337727.609717557
2713,190564.412043525
2714,166215.794276658
2715,166875.976769837
2716,156410.657247871
2717,189965.355489687
2718,255868.55773475
2719,132389.05447668
2720,173233.235300553
2721,127987.469067
2722,158981.57021494
2723,152734.457172553
2724,114980.29273236
2725,127555.440632196
2726,134125.77714978
2727,176536.044442488
2728,154566.062643374
2729,131409.734918758
2730,140281.063310646
2731,108094.755465783
2732,117184.791366167
2733,159022.531545082
2734,165884.506923245
2735,128781.302789669
2736,144494.699095113
2737,116382.553704468
2738,169539.266415349
2739,152124.210334134
2740,134757.965163799
2741,141279.429403619
2742,149195.329435898
2743,136850.341539443
2744,153932.876347423
2745,150778.834510266
2746,137925.506356052
2747,133638.291939792
2748,106587.887346487
2749,121430.060382148
2750,124676.985850104
2751,121674.380467872
2752,202068.249730158
2753,152539.547745748
2754,264058.620508515
2755,134415.69586996
2756,87860.9815668084
2757,70924.144396194
2758,53825.749659616
2759,117073.718382077
2760,124019.04963256
2761,142273.808031712
2762,152530.047502136
2763,191283.109868407
2764,138869.424525791
2765,268931.850902226
2766,131206.070155943
2767,73907.8186692008
2768,164493.754850621
2769,133349.179546327
2770,155935.331718565
2771,113018.39324638
2772,124783.668569511
2773,143345.107829976
2774,155996.0606554
2775,131386.644070334
2776,122284.602159835
2777,119974.186656859
2778,116229.844677668
2779,117742.600349
2780,117111.953576582
2781,93139.5068679703
2782,92622.0019332174
2783,77666.37071092
2784,117843.324155308
2785,122801.218882287
2786,45051.4131258972
2787,127445.04085771
2788,73067.2791551325
2789,205830.35435055
2790,89379.1587462891
2791,118917.915708531
2792,85917.6333256161
2793,166320.346521251
2794,89700.011772244
2795,117337.007679727
2796,90906.7740005642
2797,249020.849185988
2798,96164.8913587301
2799,103023.415321094
2800,80075.4782006781
2801,118115.273129853
2802,130988.788814584
2803,224619.408087367
2804,122006.823940598
2805,86349.9097302723
2806,101816.785095915
2807,180081.893456572
2808,128682.799606738
2809,128999.374169252
2810,128120.613899581
2811,148526.242016653
2812,140586.186979757
2813,224977.428908505
2814,222626.371399834
2815,94541.5798209926
2816,239185.558091432
2817,123263.895998246
2818,110315.782998671
2819,172349.870071629
2820,124529.590080743
2821,113871.206089307
2822,156380.486099221
2823,354252.215531989
2824,177712.516970214
2825,130085.962430447
2826,140299.258142983
2827,158714.817490958
2828,240744.475808034
2829,178694.650140255
2830,232874.279989443
2831,190966.469104372
2832,243628.600469754
2833,261910.577113884
2834,216250.511061915
2835,230732.375672781
2836,195331.490179927
2837,159531.243849279
2838,152264.773714912
2839,163875.645903655
2840,203842.73112221
2841,202214.253587251
2842,208512.815649232
2843,143021.893953298
2844,144824.997456466
2845,115707.968128499
2846,204726.408872357
2847,183594.315723876
2848,239096.005106282
2849,216580.662137701
2850,280112.650959085
